input,output,instruction
hamare sallu bhai h,neutral,Classify the given article as either positive or negative or mix sentiment.
Aacha g yr time ki bdi dikat hai Same here😄😄😄,neutral,Classify the given article as either positive or negative or mix sentiment.
"actually , i'd like to omit the vaccines from my top 10 and move kasabian in at 9th , with the enemy dropping to 10th . told you i can't do it .",negative,Classify the given article as either positive or negative or mix sentiment.
free air,positive,Classify the given article as either positive or negative or mix sentiment.
Delhi hu mai,neutral,Classify the given article as either positive or negative or mix sentiment.
Ja raha hai bhai ??,neutral,Classify the given article as either positive or negative or mix sentiment.
lagta h anna ko bjp me kisi ne ghaas nahi dala,negative,Classify the given article as either positive or negative or mix sentiment.
if you know about osho so pk movie is easily understand by you,neutral,Classify the given article as either positive or negative or mix sentiment.
Sach ka samna .roza he ke nahi ye batao?,neutral,Classify the given article as either positive or negative or mix sentiment.
are yaar bhai se baat hogi ya nhu,neutral,Classify the given article as either positive or negative or mix sentiment.
wait tahir and waheed batting.. they are the pakistani no 9 and 10 batsmen right? #indvssa,neutral,Classify the given article as either positive or negative or mix sentiment.
Bank ka naam humbey h ?,positive,Classify the given article as either positive or negative or mix sentiment.
hum logo ko to sirf eid par 20 rupaye milte the . . . :p n rest of d year . . . 2 athanniya . . :(,negative,Classify the given article as either positive or negative or mix sentiment.
Aj last date hai na ?,neutral,Classify the given article as either positive or negative or mix sentiment.
Yessss my cuteee salman,positive,Classify the given article as either positive or negative or mix sentiment.
"misbah, in dressing room : ye mat socho ki hum haare, ye socho ki batting sab ko mili. #indvspak #sixzero #cantbeatindia #bleedblue",neutral,Classify the given article as either positive or negative or mix sentiment.
arre public ko batao bhi ki aap ke candidate ke godown se kitni bottle illicit liquor ec ne raid kar pakdi hai,neutral,Classify the given article as either positive or negative or mix sentiment.
maar se bachne ki jarurat ne guddu ko bhi acting sikha di . . .,neutral,Classify the given article as either positive or negative or mix sentiment.
bhai kyu thaq rha h raat key 1 bajey ... so jaa kal kar liyo class mei concentrate yar ..,neutral,Classify the given article as either positive or negative or mix sentiment.
"@someUSER ever since uncharted 3 and mass effect 3 , i've been weary of third games . then again this is technically the 5th . can't wait !",positive,Classify the given article as either positive or negative or mix sentiment.
aap sweeps it ab dekhna hai ki mazak me kejru ji ne jo promise kar diye hain wo poore kaise karenge ab aayega maza khel ka #delhidecides,neutral,Classify the given article as either positive or negative or mix sentiment.
sayad police ko hafta nahi mila hoga yaar police ko hafta waqt par de diya karo inke bhi bibi bacche hote hai samjha karo kisi baat ko aainda dhiyan rakhna,neutral,Classify the given article as either positive or negative or mix sentiment.
@someUSER me and katie are busy after school we have to go to playtoes and stuff . but saturday morning . lets do it ! then beach,neutral,Classify the given article as either positive or negative or mix sentiment.
remember last new years and i sat there for 2 hours watching kasabian live at the o2,neutral,Classify the given article as either positive or negative or mix sentiment.
my sallu bro always mindblowing salam sallu bhai,positive,Classify the given article as either positive or negative or mix sentiment.
stereophonic sannata from shamitabh http://t.co/b90pjlrrdq,neutral,Classify the given article as either positive or negative or mix sentiment.
Bhai aapko sabke comment mile honge par mai ye aapse kahna chahta hu ki aap eid par mere ghar aaao or sewainya kha lo or ek bahut jaruri baat aapko batana h mujhe aapke reply ka wait rahega,neutral,Classify the given article as either positive or negative or mix sentiment.
Han raakhi bhi tum sab hi bandhana ...Gazzab ladkiyan hain yaar!!!,positive,Classify the given article as either positive or negative or mix sentiment.
14 . modi ji ne pm banne ke sath hi desh men tvarit vikash ke liye 1 din bhi bina chhutti liye lagatar 21hour work kar rahe hai aur apni sailari bhi desh ko samarpit kar rahe hai,positive,Classify the given article as either positive or negative or mix sentiment.
abse har baar @modi sarkaar :) #achedinaagayehai #beefban #2015yearofsocialprogression #onestepclosertohumanity,positive,Classify the given article as either positive or negative or mix sentiment.
@satyamevjayate amir kya aap pk movie ke apne banner ko bhi change karenge aaj ke episode ke baad.,neutral,Classify the given article as either positive or negative or mix sentiment.
mario end tk khela hai maine 2 baar complete kiye saare level . . . -_- street fighter b khela hai . . huh !,positive,Classify the given article as either positive or negative or mix sentiment.
Bitch Please !. . We have Bat Man Out there to save us,negative,Classify the given article as either positive or negative or mix sentiment.
mere liye toh papa ne stepny ke pichey special seat lagwayi thi :(,positive,Classify the given article as either positive or negative or mix sentiment.
anna ji aap bhi samajseva chour ke aap party me samil ho jaiye . . .,neutral,Classify the given article as either positive or negative or mix sentiment.
isi liye hr saal cold hota :d :p >:(,negative,Classify the given article as either positive or negative or mix sentiment.
we're at #shamitabh press meet. the stage's all set. atmosphere's already electric. #live @dhanushkraja http://t.co/vbrofngmlx,neutral,Classify the given article as either positive or negative or mix sentiment.
bahana same tha :p,neutral,Classify the given article as either positive or negative or mix sentiment.
abhi$hi hui shopping,positive,Classify the given article as either positive or negative or mix sentiment.
bht harami hai guddu apna :d,negative,Classify the given article as either positive or negative or mix sentiment.
"happy birthday mom ! the sun is shining bright today :) . i miss you always . love , daniela "" rella "" lol xo http/URL",positive,Classify the given article as either positive or negative or mix sentiment.
and i wonder why most of the guys here won't look at any girl in the eye ....,neutral,Classify the given article as either positive or negative or mix sentiment.
gas by my house hit $3 . 39 ! ! ! ! i'm going to chapel hill on sat . :),positive,Classify the given article as either positive or negative or mix sentiment.
"cundiff got released . i think he's outta the league now , especially if that quote on the tl this past sunday was real",neutral,Classify the given article as either positive or negative or mix sentiment.
"Chor diya , bs ?, Aisi angrezi k baad to usne suicide kr lena tha !!",neutral,Classify the given article as either positive or negative or mix sentiment.
